,y,V1x_ib,V2x_ib,V1z_ib,V2z_ib,V1x_wt,V2x_wt,V1z_wt,V2z_wt
67,-4.5930647670263856,-0.12448658302387931,-0.9153912771567895,-0.011069818716392274,0.3762430644153325,-0.001357879367207761,-0.0018521673526989049,-6.962686492257914e-05,-0.00026632815417251886
68,-4.445203135671282,-0.12809140351592407,-0.8683161253129158,-0.011364390152710065,0.004307734377266094,-0.0013647565840028309,-0.0018361699225068063,-7.105327782731493e-05,-0.00026021317051851567
69,-4.297341504316179,-0.1318507841876214,-0.8778066034078342,-0.011671693111735805,-4.63393429531167e-15,-0.0013713809855962478,-0.0018199988932538415,-7.251581251330468e-05,-0.0002542883287205345
70,-4.149479872961075,-0.13577510455915484,-0.8856127028789244,-0.01199288373109923,-0.004514090725286359,-0.0013777354032412043,-0.001803675200618797,-7.401573985916076e-05,-0.0002485457645341519
71,-4.001618241605973,-0.13987569222075577,-0.7887379891778236,-0.012329252158411986,0.654253275741078,-0.0013838018529545415,-0.0017872187996591624,-7.55543916642445e-05,-0.0002429780203831257
72,-3.85375661025087,-0.14416492243157508,4.875125347189177,-0.012682237728247728,24.12299896460759,-0.0013895614984780645,-0.0017706486820783828,-7.713316412143658e-05,-0.00023757802161570796
73,-3.705894978895767,-0.1486563288617299,6.360271241309595,-0.013053445772034537,22.73353190965832,-0.0013949946124911239,-0.0017539828968797233,-7.875352150237564e-05,-0.00023233905413610746
74,-3.5580333475406647,-0.15336472675214854,8.268580938892399,-0.013444666220706857,22.9462998502305,-0.00140008053598523,-0.001737238573693494,-8.041700006601192e-05,-0.00022725474335438751
75,-3.4101717161855616,-0.15830634990296888,9.621027841446523,-0.01385789416902295,21.912820906280515,-0.0014047976357068853,-0.001720431948174805,-8.212521220605873e-05,-0.00022231903439090954
76,-3.2623100848304594,-0.1634990030460503,11.372778487680955,-0.014295352576999753,21.873469470084657,-0.001409123259569406,-0.0017035783889574716,-8.387985085186797e-05,-0.00021752617347402532
77,-3.1144484534753563,-0.168962231308523,13.112872331644963,-0.014759517286440121,21.817264869327573,-0.0014130336899285578,-0.0016866924257314196,-8.56826941364272e-05,-0.00021287069046908668
78,-2.966586822120254,-0.17471750862872815,14.522767108764542,-0.015253144526854128,21.31517443222022,-0.0014165040946119898,-0.0016697877780772726,-8.753561035127441e-05,-0.00020834738247630123
79,-2.818725190765151,-0.1807884471379664,15.494443313659708,-0.015779301072214667,20.363411368873457,-0.0014195084755852258,-0.0016528773847506706,-8.944056320285184e-05,-0.00020395129843853301
80,-2.6708635594100487,-0.18720102966298668,16.419057689910783,-0.01634139718389685,19.53161565406484,-0.001422019615131166,-0.0016359734331577562,-9.139961739039878e-05,-0.00019967772470005243
81,-2.5230019280549456,-0.19398386762328138,16.15315340210364,-0.016943222430289173,17.617331091691874,-0.0014240090194128962,-0.0016190873888074454,-9.341494452517159e-05,-0.00019552217146030597
82,-2.3751402966998434,-0.201168486677082,13.588803917687695,-0.01758898440251925,13.80184227020344,-0.0014254468592822583,-0.0016022300245607435,-9.548882941113876e-05,-0.00019148036006857264
83,-2.2272786653447403,-0.20878964248679543,7.837290103094824,-0.018283350238543616,7.68458623769632,-0.0014263019081892966,-0.0015854114495317453,-9.762367670990561e-05,-0.00018754821110889144
84,-2.1369907534758017,-0.21367421321961053,2.0253277946167674,-0.018733437857990993,2.391082853891892,-0.001426523513038011,-0.0015751647721368868,-9.89583221032855e-05,-0.0001851993982828302
85,-2.072059370800938,-0.21730167064299738,0.06633119191669447,-0.019070222661730814,0.6553797750541575,-0.001426536718816151,-0.001567808060308649,-9.993311383339148e-05,-0.00018353412645021738
86,-1.9441695126569205,-0.22474275847008215,-0.6758858904448037,-0.019767752446460427,-0.0020712878529308212,-0.0014261925639587065,-0.0015533513212318533,-0.00010189068395965529,-0.0001803113428050428
87,-1.7572070476680652,-0.23638320785494926,-0.7045644288317036,-0.020876511780324666,-0.05015481910628217,-0.001424764177808712,-0.0015323055529743437,-0.0001048454961350235,-0.00017573234701659117
88,-1.5168527357254862,-0.2528330641206997,-0.666596170442181,-0.022478208506357882,-0.051692532409828566,-0.0014212020255159573,-0.0015054265343606866,-0.00010881526795413968,-0.00017006685586458783
89,-1.2304096209724082,-0.2749566251620127,-0.6182247840008019,-0.02469126167812429,-0.0514790917657028,-0.0014141964168628003,-0.0014736914415324099,-0.00011381563951468594,-0.00016362244075667162
90,-0.9065811325033937,-0.3038923815996198,-0.562442979796457,-0.027673748044958184,-0.049700539625053976,-0.0014022809833988896,-0.0014382571271650527,-0.00011985219385832917,-0.00015671436028178253
91,-0.5552066350754515,-0.34103099486539423,-0.5028633913327717,-0.03161683827264898,-0.04642389187082597,-0.001383988590184639,-0.0014004007942225846,-0.00012690926954535907,-0.0001496404125224666
