polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
1,23,6.0,0.0,28.96,299.1,101588.5,1.183,346.67,39.82,0.1688,1.7891,0.2330,0.0728,0.5403,0.0944,0.7713
1,24,4.0,0.0,28.97,299.1,101589.4,1.183,346.68,39.71,0.1684,1.7951,0.2313,0.0718,0.5443,0.0941,0.7626
1,25,2.0,0.0,28.97,299.1,101590.1,1.183,346.69,39.54,0.1679,1.8027,0.2304,0.0709,0.5484,0.0936,0.7573
1,26,0.0,0.0,28.94,299.1,101590.9,1.183,346.71,39.46,0.1676,1.8045,0.2304,0.0708,0.5517,0.0939,0.7536
1,27,-2.0,0.0,28.94,299.1,101592.0,1.183,346.71,39.48,0.1676,1.8035,0.2307,0.0709,0.5507,0.0939,0.7554
2,28,-2.0,0.0,29.01,299.5,101668.5,1.183,346.94,39.45,0.1675,1.8091,0.2273,0.0695,0.5445,0.0920,0.7553
2,29,0.0,0.0,29.01,299.7,101667.9,1.182,347.05,39.40,0.1673,1.8116,0.2288,0.0697,0.5465,0.0919,0.7586
2,30,2.0,0.0,28.98,299.9,101667.8,1.181,347.19,39.49,0.1675,1.8058,0.2304,0.0707,0.5450,0.0925,0.7635
2,31,4.0,0.0,28.95,300.1,101669.3,1.180,347.31,39.66,0.1679,1.7962,0.2323,0.0720,0.5409,0.0933,0.7714
2,32,6.0,0.0,28.99,300.3,101673.1,1.180,347.39,39.81,0.1684,1.7921,0.2351,0.0732,0.5376,0.0934,0.7834
2,33,8.0,0.0,28.96,300.3,101672.8,1.179,347.40,39.88,0.1686,1.7871,0.2385,0.0747,0.5362,0.0940,0.7947
2,34,10.0,0.0,28.97,300.3,101667.3,1.179,347.41,39.83,0.1684,1.7896,0.2427,0.0758,0.5361,0.0935,0.8101
2,35,12.0,0.0,28.98,300.4,101668.2,1.179,347.45,39.82,0.1684,1.7908,0.2490,0.0776,0.5391,0.0939,0.8267
2,36,14.0,0.0,28.97,300.4,101670.8,1.179,347.47,39.70,0.1680,1.7956,0.2554,0.0792,0.5424,0.0937,0.8452
2,37,16.0,0.0,28.93,300.5,101665.9,1.179,347.49,39.61,0.1677,1.7973,0.2611,0.0808,0.5459,0.0940,0.8596
2,38,18.0,0.0,28.93,300.5,101669.7,1.179,347.51,39.51,0.1673,1.8017,0.2650,0.0816,0.5484,0.0938,0.8702
2,39,20.0,0.0,28.93,300.5,101662.9,1.179,347.51,39.36,0.1669,1.8082,0.2697,0.0825,0.5538,0.0937,0.8801
2,40,22.0,0.0,28.94,300.5,101667.3,1.179,347.53,39.72,0.1680,1.7927,0.2813,0.0875,0.5724,0.0994,0.8808
2,41,24.0,0.0,28.91,300.5,101668.5,1.178,347.54,39.45,0.1671,1.8029,0.2861,0.0880,0.5834,0.0995,0.8842
2,42,24.0,0.0,28.92,300.6,101666.2,1.178,347.55,39.47,0.1672,1.8032,0.2859,0.0879,0.5828,0.0994,0.8846
2,43,22.0,0.0,28.90,300.6,101671.7,1.178,347.57,39.14,0.1661,1.8169,0.2754,0.0834,0.5625,0.0938,0.8889
2,44,20.0,0.0,28.89,300.6,101668.3,1.178,347.58,39.39,0.1669,1.8046,0.2702,0.0830,0.5548,0.0944,0.8785
2,45,18.0,0.0,28.91,300.7,101672.1,1.178,347.60,39.57,0.1675,1.7981,0.2658,0.0822,0.5500,0.0946,0.8687
2,46,16.0,0.0,28.94,300.7,101671.1,1.178,347.62,39.69,0.1679,1.7940,0.2613,0.0812,0.5469,0.0947,0.8569
2,47,14.0,0.0,28.91,300.7,101668.3,1.178,347.62,39.77,0.1681,1.7888,0.2562,0.0801,0.5444,0.0951,0.8416
2,48,12.0,0.0,28.93,300.7,101675.7,1.178,347.64,39.28,0.1666,1.8121,0.2408,0.0733,0.5289,0.0889,0.8249
2,49,10.0,0.0,28.94,300.7,101674.3,1.178,347.66,39.92,0.1686,1.7837,0.2434,0.0765,0.5388,0.0949,0.8055
2,50,8.0,0.0,28.96,300.8,101671.6,1.178,347.67,39.43,0.1670,1.8075,0.2298,0.0703,0.5258,0.0890,0.7897
2,51,6.0,0.0,28.95,300.8,101672.2,1.178,347.68,39.37,0.1669,1.8095,0.2258,0.0689,0.5263,0.0888,0.7761
2,52,4.0,0.0,28.95,300.8,101674.2,1.177,347.69,39.25,0.1664,1.8146,0.2236,0.0679,0.5298,0.0887,0.7658
2,53,2.0,0.0,28.94,300.8,101673.2,1.177,347.70,39.61,0.1676,1.7979,0.2329,0.0720,0.5496,0.0946,0.7616
2,54,0.0,0.0,28.95,300.9,101675.5,1.177,347.72,39.55,0.1674,1.8010,0.2324,0.0717,0.5521,0.0945,0.7580
2,55,-2.0,0.0,28.95,300.9,101673.7,1.177,347.73,39.58,0.1675,1.7996,0.2323,0.0717,0.5510,0.0945,0.7588
