polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
[-],[-],[deg],[deg],[m/s],[K],[Pa],[kg/m3],[m/s],[1/s],[-],[-],[-],[-],[-],[-],[-]
1,1,-2.0,0.0,29.06,296.8,101588.3,1.192,345.35,39.79,0.1695,1.7972,0.2310,0.0715,0.5526,0.0952,0.7513
1,2,0.0,0.0,29.06,297.1,101591.4,1.191,345.52,39.78,0.1694,1.7974,0.2324,0.0719,0.5551,0.0956,0.7523
1,3,2.0,0.0,29.01,297.3,101589.4,1.190,345.67,39.83,0.1694,1.7919,0.2332,0.0726,0.5539,0.0963,0.7544
1,4,4.0,0.0,28.98,297.5,101592.1,1.190,345.78,39.95,0.1697,1.7851,0.2334,0.0732,0.5497,0.0966,0.7575
1,5,6.0,0.0,28.97,297.9,101593.2,1.188,346.01,40.15,0.1702,1.7756,0.2365,0.0750,0.5487,0.0980,0.7651
1,6,8.0,0.0,28.95,298.3,101590.8,1.187,346.21,39.70,0.1686,1.7943,0.2322,0.0721,0.5330,0.0923,0.7816
1,7,10.0,0.0,28.93,298.4,101590.9,1.186,346.32,39.65,0.1684,1.7953,0.2376,0.0737,0.5348,0.0924,0.7976
1,8,12.0,0.0,28.94,298.5,101593.8,1.186,346.37,39.60,0.1682,1.7984,0.2439,0.0754,0.5376,0.0924,0.8157
1,9,14.0,0.0,28.90,298.6,101594.4,1.185,346.39,39.51,0.1678,1.7999,0.2510,0.0775,0.5411,0.0928,0.8348
1,10,16.0,0.0,28.92,298.6,101591.0,1.185,346.42,39.42,0.1676,1.8052,0.2568,0.0788,0.5448,0.0926,0.8508
1,11,18.0,0.0,28.90,298.6,101594.8,1.185,346.44,39.33,0.1673,1.8083,0.2608,0.0798,0.5481,0.0927,0.8599
1,12,20.0,0.0,28.93,298.7,101593.0,1.185,346.48,39.16,0.1667,1.8179,0.2662,0.0806,0.5540,0.0922,0.8729
1,13,22.0,0.0,28.93,298.8,101594.3,1.185,346.52,39.64,0.1682,1.7961,0.2784,0.0863,0.5734,0.0990,0.8719
1,14,24.0,0.0,28.95,298.8,101592.0,1.184,346.53,39.34,0.1673,1.8112,0.2832,0.0863,0.5832,0.0982,0.8794
1,15,24.0,0.0,28.93,298.8,101593.0,1.184,346.54,39.32,0.1672,1.8102,0.2835,0.0865,0.5835,0.0984,0.8795
1,16,22.0,0.0,28.93,298.8,101592.7,1.184,346.55,39.68,0.1683,1.7942,0.2791,0.0867,0.5734,0.0993,0.8731
1,17,20.0,0.0,28.92,298.8,101591.0,1.184,346.56,39.95,0.1692,1.7814,0.2742,0.0864,0.5653,0.1000,0.8636
1,18,18.0,0.0,28.91,298.9,101592.0,1.184,346.57,40.15,0.1698,1.7721,0.2701,0.0860,0.5605,0.1007,0.8535
1,19,14.0,0.0,28.97,299.0,101590.7,1.184,346.63,39.12,0.1666,1.8223,0.2445,0.0736,0.5319,0.0879,0.8375
1,20,12.0,0.0,28.96,299.0,101591.4,1.184,346.64,39.69,0.1684,1.7953,0.2455,0.0762,0.5396,0.0932,0.8165
1,21,10.0,0.0,28.96,299.0,101589.0,1.184,346.65,39.89,0.1690,1.7860,0.2407,0.0755,0.5384,0.0945,0.7983
1,22,8.0,0.0,28.98,299.0,101588.0,1.183,346.66,39.73,0.1685,1.7950,0.2342,0.0727,0.5354,0.0926,0.7850
