polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
[-],[-],[deg],[deg],[m/s],[K],[Pa],[kg/m3],[m/s],[1/s],[-],[-],[-],[-],[-],[-],[-]
1,1,0.0,0.0,29.00,297.8,101146.8,1.183,345.95,29.91,0.1386,2.3855,-0.0616,-0.0108,0.0253,0.0019,-5.8090
1,2,0.0,0.0,28.99,298.1,101145.7,1.182,346.13,32.43,0.1460,2.1999,0.0309,0.0064,0.2052,0.0193,0.3319
1,3,0.0,0.0,29.00,298.4,101145.3,1.181,346.32,35.44,0.1552,2.0136,0.1195,0.0295,0.3604,0.0441,0.6674
1,4,0.0,0.0,28.98,298.5,101144.7,1.181,346.33,39.47,0.1679,1.8064,0.2302,0.0706,0.5470,0.0928,0.7603
1,5,0.0,0.0,29.01,298.6,101145.3,1.180,346.40,44.74,0.1849,1.5955,0.2943,0.1156,0.6193,0.1525,0.7583
1,6,0.0,0.0,28.98,298.6,101147.0,1.180,346.43,51.01,0.2058,1.3978,0.3354,0.1717,0.6504,0.2381,0.7209
1,7,0.0,0.0,28.98,298.7,101146.2,1.180,346.46,59.69,0.2353,1.1946,0.3677,0.2577,0.6779,0.3977,0.6480
1,8,0.0,0.0,28.99,298.8,101147.7,1.179,346.50,64.59,0.2523,1.1042,0.3509,0.2878,0.6762,0.5023,0.5730
1,9,0.0,0.0,28.97,298.8,101148.4,1.179,346.52,70.66,0.2734,1.0088,0.3418,0.3359,0.6869,0.6691,0.5020
1,10,0.0,0.0,28.96,298.8,101146.5,1.179,346.55,79.11,0.3032,0.9007,0.3437,0.4237,0.7027,0.9617,0.4406
1,11,0.0,0.0,28.97,298.9,101145.9,1.179,346.56,84.06,0.3208,0.8481,0.3459,0.4809,0.7085,1.1615,0.4140
1,12,0.0,0.0,29.01,298.9,101146.7,1.179,346.58,89.38,0.3397,0.7986,0.3473,0.5447,0.7132,1.4006,0.3889
1,13,0.0,0.0,28.99,298.9,101147.2,1.179,346.61,95.18,0.3604,0.7494,0.3500,0.6231,0.7193,1.7090,0.3646
1,14,0.0,0.0,29.03,299.0,101146.1,1.179,346.62,101.65,0.3837,0.7027,0.3517,0.7122,0.7235,2.0850,0.3416
1,15,0.0,0.0,29.01,299.0,101146.9,1.179,346.62,101.68,0.3838,0.7020,0.3515,0.7133,0.7234,2.0911,0.3411
1,16,0.0,0.0,28.99,299.0,101145.7,1.178,346.64,95.24,0.3606,0.7489,0.3495,0.6232,0.7188,1.7114,0.3642
1,17,0.0,0.0,29.00,299.0,101146.0,1.178,346.65,89.29,0.3393,0.7991,0.3481,0.5452,0.7150,1.4012,0.3891
1,18,0.0,0.0,28.99,299.0,101143.4,1.178,346.66,84.00,0.3205,0.8492,0.3465,0.4804,0.7099,1.1590,0.4145
1,19,0.0,0.0,29.00,299.1,101142.4,1.178,346.68,79.11,0.3031,0.9019,0.3444,0.4233,0.7046,0.9603,0.4409
1,20,0.0,0.0,28.99,299.1,101142.7,1.178,346.69,70.67,0.2734,1.0093,0.3429,0.3367,0.6897,0.6709,0.5018
1,21,0.0,0.0,28.96,299.1,101142.0,1.178,346.70,64.61,0.2522,1.1030,0.3515,0.2889,0.6786,0.5057,0.5713
1,22,0.0,0.0,28.98,299.1,101140.2,1.178,346.72,59.77,0.2354,1.1930,0.3690,0.2593,0.6815,0.4013,0.6460
1,23,0.0,0.0,28.96,299.1,101142.5,1.178,346.72,51.21,0.2062,1.3916,0.3374,0.1742,0.6544,0.2428,0.7175
1,24,0.0,0.0,28.96,299.2,101139.3,1.178,346.75,44.96,0.1854,1.5848,0.2971,0.1183,0.6247,0.1570,0.7537
1,25,0.0,0.0,28.95,299.2,101137.6,1.177,346.78,39.61,0.1680,1.7981,0.2346,0.0726,0.5576,0.0959,0.7564
1,26,0.0,0.0,28.95,299.2,101137.9,1.177,346.79,35.57,0.1553,2.0024,0.1238,0.0309,0.3711,0.0462,0.6681
1,27,0.0,0.0,28.94,299.3,101135.3,1.177,346.81,32.57,0.1461,2.1867,0.0364,0.0076,0.2191,0.0210,0.3635
1,28,0.0,0.0,28.95,299.3,101134.0,1.177,346.83,29.92,0.1382,2.3807,-0.0618,-0.0109,0.0344,0.0026,-4.2694
2,29,0.0,0.0,29.00,296.4,101484.6,1.193,345.11,29.88,0.1388,2.3884,-0.0662,-0.0116,0.0222,0.0016,-7.1241
2,30,0.0,0.0,28.99,297.1,101485.7,1.190,345.57,32.34,0.1460,2.2054,0.0241,0.0050,0.2006,0.0187,0.2651
2,31,0.0,0.0,28.97,297.7,101485.4,1.188,345.87,35.42,0.1553,2.0130,0.1186,0.0293,0.3611,0.0443,0.6611
2,32,0.0,0.0,28.97,297.8,101488.2,1.187,345.97,39.38,0.1677,1.8105,0.2268,0.0692,0.5460,0.0920,0.7520
2,33,0.0,0.0,29.01,297.9,101484.0,1.187,346.03,44.63,0.1848,1.5999,0.2892,0.1130,0.6182,0.1510,0.7485
2,34,0.0,0.0,28.97,298.0,101485.9,1.186,346.07,50.88,0.2055,1.4011,0.3313,0.1688,0.6495,0.2361,0.7147
2,35,0.0,0.0,28.97,298.1,101487.9,1.186,346.11,59.51,0.2349,1.1978,0.3658,0.2550,0.6781,0.3946,0.6462
2,36,0.0,0.0,28.99,298.1,101488.8,1.186,346.13,64.37,0.2518,1.1083,0.3510,0.2858,0.6776,0.4978,0.5741
2,37,0.0,0.0,29.00,298.2,101485.9,1.186,346.16,70.52,0.2733,1.0118,0.3408,0.3330,0.6858,0.6622,0.5028
2,38,0.0,0.0,29.01,298.2,101490.7,1.185,346.21,78.89,0.3027,0.9048,0.3425,0.4183,0.7028,0.9488,0.4410
2,39,0.0,0.0,29.00,298.3,101489.7,1.185,346.25,78.87,0.3026,0.9047,0.3426,0.4185,0.7033,0.9499,0.4406
2,40,0.0,0.0,29.02,298.4,101491.0,1.185,346.31,83.80,0.3201,0.8521,0.3449,0.4750,0.7089,1.1458,0.4145
2,41,0.0,0.0,29.01,298.5,101492.4,1.185,346.33,89.03,0.3387,0.8019,0.3472,0.5400,0.7147,1.3863,0.3895
2,42,0.0,0.0,29.00,298.5,101492.8,1.185,346.35,95.03,0.3602,0.7508,0.3486,0.6183,0.7182,1.6967,0.3644
2,43,0.0,0.0,29.03,298.5,101496.2,1.184,346.37,101.37,0.3829,0.7048,0.3513,0.7072,0.7239,2.0678,0.3420
2,44,0.0,0.0,29.01,298.5,101497.5,1.184,346.38,101.50,0.3834,0.7033,0.3506,0.7088,0.7227,2.0777,0.3412
2,45,0.0,0.0,29.04,298.5,101498.6,1.184,346.38,94.97,0.3599,0.7525,0.3491,0.6165,0.7191,1.6880,0.3652
2,46,0.0,0.0,29.03,298.6,101499.5,1.184,346.41,89.05,0.3387,0.8021,0.3473,0.5399,0.7146,1.3848,0.3898
2,47,0.0,0.0,29.02,298.7,101496.5,1.184,346.45,83.74,0.3198,0.8526,0.3460,0.4759,0.7101,1.1456,0.4155
2,48,0.0,0.0,28.99,298.7,101498.0,1.184,346.49,79.29,0.3039,0.8995,0.3443,0.4256,0.7054,0.9691,0.4391
2,49,0.0,0.0,29.01,298.8,101497.0,1.183,346.53,64.97,0.2536,1.0986,0.3503,0.2903,0.6799,0.5129,0.5660
2,50,0.0,0.0,28.96,298.8,101496.8,1.183,346.54,59.60,0.2349,1.1958,0.3682,0.2575,0.6809,0.3982,0.6466
2,51,0.0,0.0,28.96,298.9,101497.3,1.183,346.58,51.00,0.2056,1.3976,0.3368,0.1725,0.6550,0.2399,0.7188
2,52,0.0,0.0,28.94,298.9,101499.5,1.183,346.59,44.11,0.1827,1.6144,0.2900,0.1113,0.6196,0.1473,0.7558
2,53,0.0,0.0,28.93,298.9,101501.0,1.183,346.59,39.51,0.1678,1.8018,0.2332,0.0718,0.5557,0.0950,0.7562
2,54,0.0,0.0,28.94,298.9,101500.5,1.183,346.61,35.57,0.1554,2.0019,0.1244,0.0310,0.3723,0.0464,0.6691
2,55,0.0,0.0,28.94,299.0,101500.5,1.183,346.62,32.55,0.1461,2.1873,0.0359,0.0075,0.2185,0.0209,0.3594
2,56,0.0,0.0,28.93,299.0,101507.0,1.183,346.63,29.86,0.1381,2.3847,-0.0617,-0.0108,0.0336,0.0025,-4.3768
