polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
1,56,-1.0,0.0,28.95,299.5,101560.1,1.181,346.93,44.15,0.1827,1.6136,0.2900,0.1114,0.6180,0.1471,0.7572
1,57,-2.0,0.0,28.95,299.5,101555.8,1.181,346.94,44.14,0.1826,1.6136,0.2903,0.1115,0.6179,0.1471,0.7582
2,58,-2.0,0.0,28.99,299.7,101638.4,1.181,347.08,44.72,0.1845,1.5949,0.2884,0.1134,0.6189,0.1526,0.7434
2,59,0.0,0.0,28.96,299.9,101634.0,1.180,347.18,44.73,0.1845,1.5932,0.2891,0.1139,0.6194,0.1532,0.7436
2,60,2.0,0.0,28.97,300.0,101634.8,1.180,347.24,44.74,0.1844,1.5937,0.2909,0.1145,0.6202,0.1532,0.7475
2,61,4.0,0.0,28.97,300.2,101637.6,1.180,347.32,44.76,0.1845,1.5926,0.2928,0.1154,0.6195,0.1534,0.7527
2,62,6.0,0.0,28.94,300.4,101632.3,1.178,347.47,44.75,0.1843,1.5915,0.2974,0.1174,0.6217,0.1542,0.7612
2,63,8.0,0.0,28.93,300.6,101635.1,1.178,347.60,44.78,0.1843,1.5901,0.3014,0.1192,0.6223,0.1548,0.7701
2,64,10.0,0.0,28.97,300.9,101636.7,1.177,347.73,44.84,0.1845,1.5895,0.3045,0.1205,0.6206,0.1545,0.7800
2,65,12.0,0.0,28.96,301.0,101636.7,1.176,347.82,44.29,0.1826,1.6089,0.3027,0.1169,0.6131,0.1472,0.7945
2,66,14.0,0.0,28.95,301.1,101636.4,1.176,347.83,44.39,0.1830,1.6047,0.3047,0.1183,0.6107,0.1478,0.8005
2,67,16.0,0.0,28.95,301.1,101638.7,1.176,347.87,44.43,0.1831,1.6034,0.3045,0.1184,0.6098,0.1479,0.8006
2,68,18.0,0.0,28.92,301.1,101634.8,1.176,347.89,44.38,0.1829,1.6038,0.3047,0.1185,0.6115,0.1482,0.7992
2,69,20.0,0.0,28.89,301.2,101634.3,1.175,347.92,44.81,0.1842,1.5863,0.3093,0.1229,0.6247,0.1565,0.7854
2,70,22.0,0.0,28.90,301.2,101638.5,1.175,347.93,44.59,0.1835,1.5946,0.3106,0.1222,0.6314,0.1557,0.7844
2,71,24.0,0.0,28.89,301.3,101633.9,1.175,347.95,44.33,0.1826,1.6035,0.3138,0.1220,0.6398,0.1552,0.7861
2,72,24.0,0.0,28.92,301.3,101633.3,1.175,347.95,44.33,0.1827,1.6050,0.3138,0.1218,0.6397,0.1547,0.7869
2,73,22.0,0.0,28.88,301.3,101639.0,1.175,347.96,44.61,0.1835,1.5930,0.3113,0.1227,0.6319,0.1563,0.7846
2,74,20.0,0.0,28.92,301.3,101635.6,1.175,347.97,44.87,0.1844,1.5858,0.3099,0.1232,0.6242,0.1565,0.7874
2,75,18.0,0.0,28.89,301.3,101638.1,1.175,347.99,44.45,0.1830,1.5993,0.3054,0.1194,0.6116,0.1495,0.7987
2,76,16.0,0.0,28.89,301.3,101634.8,1.175,348.00,44.48,0.1831,1.5980,0.3052,0.1195,0.6100,0.1495,0.7997
2,77,14.0,0.0,28.90,301.4,101637.1,1.175,348.01,44.44,0.1830,1.5999,0.3065,0.1197,0.6120,0.1494,0.8012
2,78,12.0,0.0,28.92,301.4,101634.0,1.175,348.03,44.36,0.1827,1.6045,0.3046,0.1183,0.6134,0.1485,0.7968
2,79,10.0,0.0,28.93,301.4,101633.9,1.175,348.03,44.30,0.1825,1.6069,0.3011,0.1166,0.6155,0.1483,0.7860
2,80,8.0,0.0,28.94,301.4,101635.3,1.175,348.05,44.27,0.1824,1.6084,0.2979,0.1152,0.6167,0.1482,0.7770
2,81,6.0,0.0,28.95,301.5,101638.4,1.175,348.06,44.24,0.1823,1.6103,0.2959,0.1141,0.6181,0.1480,0.7710
2,82,4.0,0.0,28.97,301.5,101636.8,1.174,348.08,44.25,0.1824,1.6109,0.2938,0.1132,0.6174,0.1477,0.7666
2,83,2.0,0.0,28.95,301.5,101633.0,1.174,348.08,44.26,0.1824,1.6096,0.2928,0.1130,0.6176,0.1481,0.7631
2,84,0.0,0.0,28.97,301.5,101632.7,1.174,348.09,44.26,0.1824,1.6106,0.2922,0.1127,0.6179,0.1479,0.7617
2,85,-2.0,0.0,28.95,301.5,101632.7,1.174,348.11,44.26,0.1824,1.6093,0.2926,0.1130,0.6179,0.1483,0.7621
