polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
1,22,0.0,0.0,24.99,297.3,101849.0,1.194,345.63,51.23,0.2026,1.2003,0.0760,0.0528,0.1527,0.0883,0.5979
1,23,0.0,0.0,24.99,297.3,101847.0,1.194,345.64,47.55,0.1900,1.2934,0.0207,0.0124,0.0941,0.0435,0.2851
1,24,0.0,0.0,24.98,297.3,101846.9,1.193,345.64,45.42,0.1827,1.3536,-0.0148,-0.0081,0.0555,0.0224,-0.3622
2,25,0.0,0.0,25.00,297.9,101399.0,1.186,346.01,45.42,0.1825,1.3543,-0.0194,-0.0106,0.0548,0.0221,-0.4785
2,26,0.0,0.0,24.95,298.3,101397.8,1.184,346.27,47.44,0.1892,1.2939,0.0212,0.0126,0.0936,0.0432,0.2926
2,27,0.0,0.0,24.99,298.7,101395.8,1.183,346.46,51.21,0.2020,1.2009,0.0779,0.0540,0.1513,0.0874,0.6186
2,28,0.0,0.0,25.00,298.8,101393.3,1.182,346.55,55.72,0.2176,1.1038,0.1334,0.1095,0.2075,0.1543,0.7098
2,29,0.0,0.0,25.00,298.8,101392.1,1.182,346.52,62.19,0.2402,0.9891,0.1905,0.1947,0.2605,0.2693,0.7231
2,30,0.0,0.0,25.00,298.8,101392.0,1.182,346.53,68.16,0.2613,0.9027,0.2271,0.2787,0.2881,0.3917,0.7116
2,31,0.0,0.0,25.01,298.7,101392.0,1.182,346.50,77.14,0.2933,0.7978,0.2604,0.4091,0.3071,0.6048,0.6765
2,32,0.0,0.0,25.03,298.8,101390.7,1.182,346.50,87.91,0.3319,0.7005,0.2858,0.5825,0.3188,0.9273,0.6282
2,33,0.0,0.0,25.05,298.7,101388.8,1.182,346.48,103.16,0.3869,0.5975,0.3141,0.8799,0.3308,1.5510,0.5673
2,34,0.0,0.0,25.06,298.7,101386.7,1.182,346.48,112.38,0.4204,0.5487,0.3271,1.0864,0.3357,2.0316,0.5348
2,35,0.0,0.0,24.99,298.7,101386.2,1.183,346.46,123.80,0.4619,0.4966,0.3399,1.3782,0.3411,2.7853,0.4948
2,36,0.0,0.0,25.01,298.6,101386.9,1.183,346.43,136.94,0.5098,0.4494,0.3496,1.7311,0.3495,3.8500,0.4496
2,37,0.0,0.0,25.00,298.6,101386.2,1.183,346.43,136.91,0.5097,0.4493,0.3498,1.7331,0.3495,3.8538,0.4497
2,38,0.0,0.0,24.99,298.6,101386.0,1.183,346.43,123.26,0.4599,0.4990,0.3400,1.3654,0.3416,2.7494,0.4966
2,39,0.0,0.0,24.97,298.6,101384.4,1.183,346.41,111.71,0.4180,0.5501,0.3272,1.0815,0.3365,2.0217,0.5349
2,40,0.0,0.0,25.01,298.6,101385.0,1.183,346.41,102.55,0.3848,0.6001,0.3140,0.8720,0.3314,1.5335,0.5686
2,41,0.0,0.0,24.98,298.6,101385.8,1.183,346.39,87.19,0.3293,0.7049,0.2853,0.5741,0.3193,0.9118,0.6297
2,42,0.0,0.0,24.96,298.6,101386.0,1.183,346.40,77.24,0.2937,0.7953,0.2615,0.4135,0.3088,0.6140,0.6735
2,43,0.0,0.0,24.96,298.5,101384.0,1.183,346.38,68.33,0.2620,0.8987,0.2282,0.2825,0.2900,0.3995,0.7071
2,44,0.0,0.0,24.96,298.5,101382.2,1.183,346.37,61.52,0.2379,0.9985,0.1857,0.1862,0.2578,0.2590,0.7189
2,45,0.0,0.0,24.98,298.5,101379.9,1.183,346.37,55.95,0.2185,1.0987,0.1344,0.1113,0.2113,0.1593,0.6988
2,46,0.0,0.0,24.98,298.5,101377.3,1.183,346.36,51.38,0.2027,1.1961,0.0780,0.0545,0.1544,0.0903,0.6044
2,47,0.0,0.0,24.97,298.5,101376.0,1.183,346.37,47.67,0.1899,1.2889,0.0229,0.0138,0.0964,0.0450,0.3067
2,48,0.0,0.0,24.98,298.5,101375.0,1.183,346.35,45.49,0.1825,1.3510,-0.0136,-0.0074,0.0572,0.0232,-0.3205
3,49,0.0,0.0,24.99,296.0,101197.0,1.191,344.92,45.35,0.1828,1.3561,-0.0195,-0.0106,0.0526,0.0211,-0.5033
3,50,0.0,0.0,24.98,296.6,101197.6,1.189,345.25,47.50,0.1900,1.2943,0.0183,0.0109,0.0921,0.0425,0.2571
3,51,0.0,0.0,24.99,297.2,101196.8,1.186,345.61,51.16,0.2023,1.2018,0.0750,0.0519,0.1503,0.0866,0.6000
3,52,0.0,0.0,24.99,297.7,101193.7,1.184,345.87,55.69,0.2179,1.1043,0.1297,0.1064,0.2064,0.1533,0.6942
3,53,0.0,0.0,24.97,297.7,101192.4,1.184,345.90,61.31,0.2375,1.0021,0.1818,0.1810,0.2544,0.2528,0.7160
3,54,0.0,0.0,24.97,297.8,101192.0,1.184,345.96,68.09,0.2614,0.9023,0.2245,0.2757,0.2871,0.3907,0.7057
3,55,0.0,0.0,24.98,297.9,101191.5,1.184,345.98,77.08,0.2934,0.7976,0.2583,0.4061,0.3062,0.6034,0.6729
3,56,0.0,0.0,25.00,297.9,101190.0,1.183,346.01,87.81,0.3320,0.7005,0.2840,0.5787,0.3178,0.9245,0.6260
3,57,0.0,0.0,25.00,298.0,101187.9,1.183,346.04,102.46,0.3849,0.6005,0.3119,0.8651,0.3298,1.5231,0.5680
3,58,0.0,0.0,24.98,298.0,101186.7,1.183,346.06,112.34,0.4207,0.5471,0.3261,1.0896,0.3352,2.0471,0.5323
3,59,0.0,0.0,25.00,298.0,101186.0,1.183,346.07,123.33,0.4607,0.4988,0.3384,1.3604,0.3405,2.7443,0.4957
3,60,0.0,0.0,25.03,298.0,101185.1,1.183,346.09,137.07,0.5108,0.4493,0.3490,1.7289,0.3485,3.8417,0.4500
3,61,0.0,0.0,25.02,298.1,101185.3,1.183,346.10,137.06,0.5107,0.4492,0.3493,1.7311,0.3487,3.8476,0.4499
3,62,0.0,0.0,24.99,298.1,101185.0,1.182,346.12,123.83,0.4625,0.4966,0.3393,1.3757,0.3412,2.7852,0.4939
3,63,0.0,0.0,24.98,298.1,101184.7,1.182,346.13,111.80,0.4187,0.5497,0.3264,1.0801,0.3359,2.0224,0.5341
3,64,0.0,0.0,24.98,298.1,101182.9,1.182,346.14,102.59,0.3852,0.5991,0.3132,0.8727,0.3310,1.5398,0.5668
3,65,0.0,0.0,25.00,298.1,101180.7,1.182,346.15,87.99,0.3325,0.6991,0.2855,0.5842,0.3194,0.9350,0.6249
3,66,0.0,0.0,24.99,298.2,101179.0,1.182,346.16,76.44,0.2910,0.8043,0.2575,0.3980,0.3068,0.5896,0.6751
3,67,0.0,0.0,25.02,298.2,101176.2,1.182,346.17,68.39,0.2624,0.9002,0.2264,0.2794,0.2890,0.3962,0.7052
3,68,0.0,0.0,25.01,298.2,101173.1,1.182,346.18,61.58,0.2383,0.9992,0.1839,0.1841,0.2568,0.2574,0.7154
3,69,0.0,0.0,25.00,298.2,101170.4,1.182,346.20,55.90,0.2184,1.1004,0.1322,0.1092,0.2096,0.1573,0.6942
3,70,0.0,0.0,25.01,298.3,101170.0,1.182,346.21,51.37,0.2027,1.1978,0.0772,0.0538,0.1542,0.0897,0.5999
3,71,0.0,0.0,25.00,298.3,101171.0,1.182,346.22,47.65,0.1900,1.2907,0.0217,0.0130,0.0954,0.0444,0.2934
3,72,0.0,0.0,24.99,298.3,101171.2,1.182,346.23,45.52,0.1827,1.3511,-0.0137,-0.0075,0.0568,0.0230,-0.3244
