polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
2,49,0.0,0.0,9.92,293.7,101421.8,1.203,343.56,22.57,0.0887,1.0816,0.0955,0.0816,0.1806,0.1428,0.5721
2,50,0.0,0.0,9.96,292.9,101421.0,1.206,343.09,20.87,0.0829,1.1746,0.0432,0.0313,0.1412,0.0871,0.3595
2,51,0.0,0.0,10.00,292.9,101421.0,1.206,343.07,19.15,0.0770,1.2854,-0.0140,-0.0085,0.0883,0.0416,-0.2035
2,52,0.0,0.0,10.00,293.4,101422.6,1.204,343.39,17.42,0.0710,1.4128,-0.0819,-0.0410,0.0156,0.0055,-7.9957
3,53,0.0,0.0,9.99,292.8,101144.4,1.203,343.02,17.53,0.0714,1.4032,-0.1030,-0.0523,0.0185,0.0067,-7.9606
3,54,0.0,0.0,9.99,293.2,101146.5,1.202,343.24,19.15,0.0770,1.2835,-0.0238,-0.0144,0.0861,0.0407,-0.3545
3,55,0.0,0.0,9.99,293.5,101147.3,1.201,343.44,20.87,0.0829,1.1783,0.0358,0.0258,0.1363,0.0833,0.3097
3,56,0.0,0.0,10.00,293.5,101146.1,1.201,343.41,22.55,0.0888,1.0911,0.0778,0.0654,0.1739,0.1339,0.4885
3,57,0.0,0.0,10.00,293.0,101144.7,1.202,343.16,23.99,0.0939,1.0259,0.1108,0.1053,0.2063,0.1910,0.5512
3,58,0.0,0.0,10.00,293.1,101143.0,1.202,343.19,26.72,0.1036,0.9208,0.1678,0.1979,0.2545,0.3260,0.6071
3,59,0.0,0.0,10.00,293.3,101141.9,1.201,343.34,30.68,0.1177,0.8022,0.2333,0.3625,0.3041,0.5891,0.6154
3,60,0.0,0.0,10.01,293.5,101140.0,1.200,343.46,35.56,0.1354,0.6927,0.2679,0.5583,0.3164,0.9518,0.5866
3,61,0.0,0.0,10.03,293.2,101138.0,1.202,343.29,41.66,0.1577,0.5921,0.2903,0.8279,0.3221,1.5518,0.5335
3,62,0.0,0.0,10.02,293.0,101136.3,1.203,343.12,44.56,0.1684,0.5535,0.2987,0.9749,0.3241,1.9114,0.5101
3,63,0.0,0.0,10.02,293.1,101135.7,1.202,343.18,48.79,0.1838,0.5054,0.3071,1.2022,0.3254,2.5206,0.4770
3,64,0.0,0.0,9.99,293.6,101133.0,1.200,343.49,55.29,0.2076,0.4444,0.3167,1.6035,0.3291,3.7492,0.4277
3,65,0.0,0.0,10.00,293.5,101131.1,1.200,343.46,62.07,0.2326,0.3965,0.3223,2.0505,0.3338,5.3560,0.3829
3,66,0.0,0.0,10.00,293.1,101130.0,1.202,343.23,62.06,0.2327,0.3966,0.3222,2.0480,0.3340,5.3528,0.3826
3,67,0.0,0.0,9.99,292.9,101129.0,1.203,343.08,54.17,0.2037,0.4537,0.3155,1.5327,0.3291,3.5233,0.4350
3,68,0.0,0.0,9.98,293.2,101127.8,1.202,343.25,49.13,0.1850,0.4999,0.3094,1.2383,0.3264,2.6134,0.4739
3,69,0.0,0.0,9.98,293.5,101124.3,1.200,343.46,45.00,0.1698,0.5455,0.3030,1.0183,0.3249,2.0022,0.5086
3,70,0.0,0.0,9.98,293.5,101122.6,1.200,343.45,40.70,0.1541,0.6032,0.2902,0.7977,0.3225,1.4696,0.5430
3,71,0.0,0.0,9.97,292.9,101121.9,1.203,343.09,34.25,0.1307,0.7164,0.2620,0.5105,0.3172,0.8625,0.5919
3,72,0.0,0.0,10.01,293.1,101122.0,1.202,343.19,31.01,0.1190,0.7941,0.2381,0.3777,0.3082,0.6156,0.6135
3,73,0.0,0.0,10.00,293.5,101123.1,1.200,343.45,27.00,0.1045,0.9116,0.1775,0.2136,0.2605,0.3439,0.6214
3,74,0.0,0.0,10.00,293.6,101123.6,1.200,343.52,24.19,0.0945,1.0178,0.1212,0.1170,0.2119,0.2010,0.5825
3,75,0.0,0.0,10.01,293.1,101123.9,1.202,343.19,22.57,0.0889,1.0910,0.0768,0.0645,0.1773,0.1365,0.4728
3,76,0.0,0.0,10.00,292.9,101123.7,1.203,343.06,20.78,0.0827,1.1839,0.0306,0.0218,0.1393,0.0839,0.2603
3,77,0.0,0.0,10.00,293.2,101123.9,1.201,343.28,19.24,0.0773,1.2787,-0.0113,-0.0069,0.0939,0.0449,-0.1538
3,78,0.0,0.0,10.00,293.7,101122.9,1.200,343.53,17.34,0.0707,1.4183,-0.0856,-0.0426,0.0142,0.0050,-8.6864
