polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
[-],[-],[deg],[deg],[m/s],[K],[Pa],[kg/m3],[m/s],[1/s],[-],[-],[-],[-],[-],[-],[-]
1,1,0.0,0.0,20.02,294.1,101777.5,1.206,343.78,35.76,0.1450,1.3776,-0.0427,-0.0225,0.0375,0.0144,-1.5673
1,2,0.0,0.0,20.02,294.0,101779.9,1.206,343.76,37.62,0.1514,1.3094,-0.0054,-0.0032,0.0776,0.0346,-0.0912
1,3,0.0,0.0,20.02,294.3,101780.9,1.205,343.88,41.10,0.1633,1.1985,0.0592,0.0412,0.1419,0.0824,0.5002
1,4,0.0,0.0,20.03,294.3,101781.0,1.205,343.89,44.64,0.1757,1.1041,0.1135,0.0931,0.1951,0.1449,0.6423
1,5,0.0,0.0,20.00,294.1,101779.3,1.205,343.80,48.98,0.1910,1.0045,0.1680,0.1665,0.2459,0.2425,0.6865
1,6,0.0,0.0,20.00,294.0,101777.0,1.206,343.76,54.58,0.2109,0.9018,0.2184,0.2686,0.2859,0.3899,0.6889
1,7,0.0,0.0,20.01,293.9,101776.1,1.206,343.69,61.81,0.2369,0.7965,0.2542,0.4006,0.3058,0.6051,0.6621
1,8,0.0,0.0,20.02,294.0,101776.0,1.206,343.74,70.89,0.2697,0.6948,0.2811,0.5822,0.3165,0.9438,0.6169
1,9,0.0,0.0,19.99,294.3,101776.6,1.205,343.89,82.45,0.3116,0.5966,0.3078,0.8648,0.3265,1.5377,0.5624
1,10,0.0,0.0,20.00,294.3,101775.5,1.205,343.94,89.51,0.3373,0.5497,0.3201,1.0593,0.3305,1.9893,0.5325
1,11,0.0,0.0,20.00,294.2,101775.5,1.205,343.87,98.05,0.3687,0.5020,0.3320,1.3175,0.3342,2.6416,0.4987
1,12,0.0,0.0,20.02,294.1,101776.0,1.205,343.80,109.53,0.4109,0.4498,0.3439,1.6999,0.3389,3.7244,0.4564
1,13,0.0,0.0,20.00,294.1,101775.8,1.206,343.78,123.07,0.4608,0.3999,0.3540,2.2133,0.3479,5.4377,0.4070
1,14,0.0,0.0,20.00,294.1,101776.0,1.206,343.77,123.06,0.4607,0.3999,0.3541,2.2144,0.3481,5.4433,0.4068
1,15,0.0,0.0,19.98,294.1,101773.5,1.206,343.77,109.51,0.4109,0.4489,0.3444,1.7090,0.3395,3.7526,0.4554
1,16,0.0,0.0,20.01,294.0,101772.2,1.206,343.74,98.07,0.3689,0.5021,0.3325,1.3188,0.3350,2.6470,0.4982
1,17,0.0,0.0,20.00,294.0,101771.0,1.206,343.73,89.53,0.3376,0.5495,0.3210,1.0630,0.3318,1.9990,0.5318
1,18,0.0,0.0,19.99,293.9,101770.1,1.206,343.70,82.52,0.3120,0.5961,0.3088,0.8692,0.3280,1.5488,0.5612
1,19,0.0,0.0,20.02,294.0,101770.2,1.206,343.72,70.23,0.2673,0.7013,0.2812,0.5717,0.3177,0.9211,0.6206
1,20,0.0,0.0,20.01,294.2,101770.0,1.205,343.84,61.11,0.2342,0.8056,0.2535,0.3905,0.3061,0.5854,0.6671
1,21,0.0,0.0,20.00,294.3,101770.0,1.205,343.90,53.87,0.2083,0.9135,0.2150,0.2576,0.2838,0.3723,0.6920
1,22,0.0,0.0,20.00,294.4,101770.0,1.204,343.94,49.26,0.1919,0.9988,0.1731,0.1735,0.2499,0.2509,0.6916
1,23,0.0,0.0,20.00,294.2,101769.0,1.205,343.83,44.85,0.1764,1.0971,0.1190,0.0989,0.2005,0.1518,0.6513
1,24,0.0,0.0,19.99,294.1,101768.7,1.206,343.78,41.32,0.1641,1.1905,0.0655,0.0462,0.1476,0.0875,0.5286
1,25,0.0,0.0,19.99,294.0,101769.7,1.206,343.72,37.77,0.1519,1.3020,0.0023,0.0013,0.0828,0.0375,0.0356
1,26,0.0,0.0,19.98,294.1,101769.0,1.206,343.77,35.93,0.1455,1.3688,-0.0340,-0.0181,0.0443,0.0173,-1.0514
2,27,0.0,0.0,20.01,296.1,101376.0,1.193,344.94,36.00,0.1453,1.3678,-0.0386,-0.0206,0.0436,0.0170,-1.2094
2,28,0.0,0.0,19.97,296.4,101377.3,1.192,345.11,37.73,0.1511,1.3019,0.0009,0.0005,0.0817,0.0370,0.0143
2,29,0.0,0.0,20.01,296.5,101378.2,1.191,345.21,41.34,0.1635,1.1911,0.0642,0.0453,0.1458,0.0863,0.5246
2,30,0.0,0.0,20.02,296.4,101379.0,1.192,345.13,44.88,0.1759,1.0973,0.1176,0.0976,0.1986,0.1503,0.6497
2,31,0.0,0.0,20.02,296.3,101378.0,1.192,345.06,49.31,0.1915,0.9988,0.1712,0.1717,0.2483,0.2492,0.6888
2,32,0.0,0.0,19.99,296.1,101378.0,1.193,344.95,54.93,0.2114,0.8953,0.2211,0.2758,0.2882,0.4015,0.6869
2,33,0.0,0.0,19.99,295.9,101377.8,1.193,344.86,61.25,0.2341,0.8031,0.2528,0.3919,0.3055,0.5897,0.6646
2,34,0.0,0.0,20.00,295.8,101376.5,1.194,344.78,70.46,0.2673,0.6986,0.2805,0.5748,0.3167,0.9290,0.6187
2,35,0.0,0.0,20.01,295.7,101372.4,1.194,344.71,82.96,0.3127,0.5936,0.3084,0.8753,0.3269,1.5627,0.5601
2,36,0.0,0.0,20.02,295.5,101367.6,1.195,344.62,89.32,0.3360,0.5516,0.3194,1.0498,0.3304,1.9691,0.5331
2,37,0.0,0.0,20.03,295.4,101364.9,1.195,344.57,98.65,0.3701,0.4997,0.3324,1.3316,0.3343,2.6801,0.4968
2,38,0.0,0.0,20.01,295.3,101364.8,1.196,344.51,109.43,0.4097,0.4499,0.3440,1.6997,0.3390,3.7240,0.4564
2,39,0.0,0.0,20.02,295.2,101364.0,1.196,344.46,123.10,0.4600,0.4002,0.3539,2.2094,0.3479,5.4258,0.4072
2,40,0.0,0.0,20.03,295.2,101364.0,1.196,344.44,123.11,0.4600,0.4004,0.3540,2.2084,0.3480,5.4228,0.4072
2,41,0.0,0.0,20.01,295.1,101363.9,1.196,344.41,109.45,0.4099,0.4498,0.3438,1.6992,0.3391,3.7250,0.4562
2,42,0.0,0.0,19.99,295.1,101365.8,1.197,344.38,98.57,0.3700,0.4990,0.3330,1.3376,0.3350,2.6970,0.4960
2,43,0.0,0.0,19.98,295.0,101366.8,1.197,344.34,89.21,0.3358,0.5510,0.3203,1.0552,0.3314,1.9812,0.5326
2,44,0.0,0.0,19.97,295.0,101368.2,1.197,344.30,81.28,0.3069,0.6046,0.3065,0.8385,0.3270,1.4795,0.5668
2,45,0.0,0.0,20.01,294.9,101367.3,1.197,344.27,70.52,0.2679,0.6984,0.2819,0.5779,0.3178,0.9330,0.6194
