polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
2,46,0.0,0.0,20.03,294.9,101367.0,1.198,344.25,61.35,0.2349,0.8033,0.2541,0.3938,0.3065,0.5913,0.6659
2,47,0.0,0.0,20.02,294.8,101367.1,1.198,344.21,55.02,0.2122,0.8953,0.2227,0.2778,0.2891,0.4030,0.6895
2,48,0.0,0.0,20.01,294.8,101368.1,1.198,344.18,49.41,0.1923,0.9966,0.1739,0.1751,0.2505,0.2531,0.6919
2,49,0.0,0.0,20.01,294.7,101366.8,1.198,344.15,44.95,0.1766,1.0951,0.1203,0.1003,0.2009,0.1530,0.6556
2,50,0.0,0.0,20.00,294.7,101364.8,1.198,344.12,41.40,0.1642,1.1886,0.0668,0.0473,0.1478,0.0880,0.5370
2,51,0.0,0.0,20.00,294.6,101362.2,1.198,344.11,37.84,0.1519,1.3007,0.0038,0.0022,0.0826,0.0375,0.0597
2,52,0.0,0.0,20.00,294.7,101362.0,1.198,344.12,35.94,0.1455,1.3691,-0.0341,-0.0182,0.0430,0.0168,-1.0832
3,53,0.0,0.0,20.01,298.9,101201.0,1.180,346.56,36.02,0.1447,1.3667,-0.0391,-0.0209,0.0444,0.0174,-1.2032
3,54,0.0,0.0,20.03,298.3,101202.0,1.182,346.23,37.94,0.1514,1.2994,-0.0002,-0.0001,0.0835,0.0381,-0.0026
3,55,0.0,0.0,19.99,297.8,101203.0,1.184,345.93,41.44,0.1635,1.1872,0.0664,0.0471,0.1486,0.0888,0.5302
3,56,0.0,0.0,19.99,297.5,101203.5,1.185,345.80,45.00,0.1759,1.0932,0.1206,0.1010,0.2012,0.1540,0.6554
3,57,0.0,0.0,19.99,297.4,101202.0,1.186,345.69,49.44,0.1915,0.9951,0.1741,0.1758,0.2502,0.2539,0.6923
3,58,0.0,0.0,19.99,297.1,101202.1,1.186,345.57,54.12,0.2082,0.9089,0.2166,0.2621,0.2844,0.3787,0.6923
3,59,0.0,0.0,20.00,297.0,101199.4,1.187,345.49,61.43,0.2343,0.8012,0.2544,0.3963,0.3060,0.5951,0.6660
3,60,0.0,0.0,20.01,296.9,101198.0,1.188,345.40,70.68,0.2676,0.6966,0.2818,0.5807,0.3172,0.9384,0.6189
3,61,0.0,0.0,20.02,296.7,101197.0,1.188,345.30,82.36,0.3100,0.5981,0.3074,0.8592,0.3265,1.5260,0.5630
3,62,0.0,0.0,20.03,296.6,101196.4,1.189,345.24,89.52,0.3361,0.5505,0.3199,1.0555,0.3305,1.9809,0.5328
3,63,0.0,0.0,20.00,296.4,101197.2,1.189,345.15,98.22,0.3679,0.5010,0.3321,1.3230,0.3344,2.6587,0.4976
3,64,0.0,0.0,20.01,296.3,101199.0,1.190,345.08,109.18,0.4081,0.4510,0.3437,1.6896,0.3387,3.6912,0.4577
3,65,0.0,0.0,20.04,296.2,101199.2,1.190,345.03,123.06,0.4591,0.4007,0.3538,2.2039,0.3471,5.3965,0.4084
3,66,0.0,0.0,20.03,296.2,101200.0,1.190,344.99,123.06,0.4591,0.4005,0.3539,2.2058,0.3473,5.4045,0.4081
3,67,0.0,0.0,20.01,296.1,101200.9,1.191,344.96,109.16,0.4082,0.4510,0.3438,1.6903,0.3390,3.6952,0.4574
3,68,0.0,0.0,20.04,296.0,101202.5,1.191,344.90,98.19,0.3681,0.5021,0.3324,1.3182,0.3348,2.6442,0.4985
3,69,0.0,0.0,19.98,295.9,101204.1,1.192,344.84,89.48,0.3363,0.5495,0.3211,1.0634,0.3314,1.9970,0.5325
3,70,0.0,0.0,19.97,295.8,101203.3,1.192,344.77,81.52,0.3074,0.6029,0.3072,0.8451,0.3271,1.4930,0.5660
3,71,0.0,0.0,20.00,295.6,101202.1,1.193,344.69,69.69,0.2646,0.7061,0.2806,0.5627,0.3171,0.9008,0.6247
3,72,0.0,0.0,19.99,295.6,101201.9,1.193,344.64,61.47,0.2350,0.8003,0.2555,0.3989,0.3068,0.5984,0.6665
3,73,0.0,0.0,19.99,295.5,101201.0,1.193,344.59,54.14,0.2088,0.9084,0.2174,0.2634,0.2852,0.3804,0.6924
3,74,0.0,0.0,19.98,295.4,101201.0,1.193,344.55,49.45,0.1922,0.9944,0.1753,0.1773,0.2513,0.2556,0.6938
3,75,0.0,0.0,19.97,295.3,101200.0,1.194,344.50,44.95,0.1764,1.0934,0.1216,0.1017,0.2015,0.1541,0.6597
3,76,0.0,0.0,19.97,295.3,101199.8,1.194,344.48,41.38,0.1640,1.1873,0.0683,0.0484,0.1485,0.0887,0.5459
3,77,0.0,0.0,19.96,295.2,101200.8,1.194,344.45,37.79,0.1516,1.2997,0.0050,0.0030,0.0833,0.0380,0.0788
3,78,0.0,0.0,20.00,295.2,101201.1,1.194,344.43,35.99,0.1455,1.3674,-0.0318,-0.0170,0.0442,0.0173,-0.9837
