polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
[-],[-],[deg],[deg],[m/s],[K],[Pa],[kg/m3],[m/s],[1/s],[-],[-],[-],[-],[-],[-],[-]
1,1,732.0,0.0,0.15,293.0,101844.9,1.211,343.15,57.66,0.2145,0.0065,0.3193,7609.1584,0.3681,1354404.1691,0.0056
1,2,650.2,0.0,0.13,292.6,101849.0,1.212,342.94,66.34,0.2470,0.0049,0.3275,13866.4089,0.3759,3274611.7634,0.0042
1,3,566.0,0.0,0.25,292.5,101850.5,1.213,342.85,77.09,0.2871,0.0080,0.3285,5079.9271,0.3750,721296.8541,0.0070
1,4,556.1,0.0,0.34,292.3,101852.7,1.214,342.74,86.37,0.3217,0.0097,0.3296,3495.4067,0.3751,409532.0594,0.0085
1,5,523.9,0.0,0.46,292.0,101852.0,1.215,342.57,96.55,0.3598,0.0116,0.3311,2444.1321,0.3764,238762.8091,0.0102
1,6,506.1,0.0,0.56,291.9,101851.0,1.216,342.50,106.66,0.3976,0.0129,0.3300,1977.9477,0.3742,173684.8355,0.0114
1,7,474.5,0.0,0.69,292.0,101851.3,1.215,342.53,116.46,0.4341,0.0146,0.3317,1559.0251,0.3755,121028.2244,0.0129
1,8,469.4,0.0,0.71,292.0,101851.4,1.215,342.56,116.70,0.4350,0.0149,0.3307,1490.8533,0.3740,113180.2662,0.0132
1,9,499.5,0.0,0.58,292.1,101848.7,1.215,342.63,106.78,0.3979,0.0133,0.3309,1860.0564,0.3745,157818.7763,0.0118
1,10,526.5,0.0,0.50,292.2,101847.6,1.214,342.68,96.92,0.3611,0.0126,0.3300,2075.6753,0.3748,186981.6749,0.0111
1,11,568.7,0.0,0.34,292.3,101848.1,1.214,342.73,86.67,0.3229,0.0098,0.3294,3436.1439,0.3746,399150.0126,0.0086
1,12,565.5,0.0,0.24,292.4,101848.8,1.213,342.82,77.10,0.2872,0.0077,0.3254,5441.4558,0.3696,799212.2688,0.0068
1,13,628.4,0.0,0.09,292.5,101848.9,1.213,342.86,66.98,0.2493,0.0033,0.3261,30736.8442,0.3728,10784618.8457,0.0029
1,14,666.6,0.0,0.25,292.5,101847.7,1.213,342.88,57.49,0.2140,0.0107,0.3279,2857.4014,0.3767,306466.7671,0.0093
2,15,745.0,0.0,0.30,292.8,101755.9,1.211,343.04,57.02,0.2122,0.0131,0.3216,1861.1276,0.3706,163158.7245,0.0114
2,16,637.5,0.0,0.35,292.8,101756.0,1.211,343.02,67.07,0.2496,0.0129,0.3244,1950.7202,0.3729,173869.1590,0.0112
2,17,569.7,0.0,0.42,292.6,101757.1,1.211,342.93,76.87,0.2862,0.0135,0.3266,1793.9960,0.3738,152172.2107,0.0118
2,18,569.1,0.0,0.51,292.5,101758.1,1.212,342.83,86.48,0.3221,0.0145,0.3258,1559.9142,0.3717,123149.4392,0.0127
2,19,516.2,0.0,0.60,292.3,101759.5,1.213,342.76,96.70,0.3602,0.0153,0.3286,1401.5896,0.3738,104125.9562,0.0135
2,20,502.0,0.0,0.69,292.3,101755.2,1.213,342.75,106.79,0.3978,0.0160,0.3281,1284.2046,0.3727,91247.8344,0.0141
2,21,477.9,0.0,0.80,292.4,101755.6,1.212,342.80,116.62,0.4344,0.0168,0.3302,1169.5822,0.3746,78941.6815,0.0148
2,22,470.1,0.0,0.80,292.5,101758.6,1.212,342.83,116.71,0.4346,0.0169,0.3299,1160.9916,0.3740,78096.3995,0.0149
2,23,503.5,0.0,0.70,292.5,101759.3,1.212,342.89,106.76,0.3975,0.0161,0.3297,1272.0477,0.3747,89779.4696,0.0142
2,24,516.9,0.0,0.65,292.6,101757.8,1.211,342.94,97.01,0.3611,0.0165,0.3290,1201.8178,0.3740,82553.5188,0.0146
2,25,553.9,0.0,0.55,292.7,101760.0,1.211,342.98,86.97,0.3238,0.0155,0.3269,1366.6736,0.3717,100485.2559,0.0136
2,26,602.4,0.0,0.48,292.8,101760.2,1.211,343.04,76.80,0.2859,0.0154,0.3269,1373.2867,0.3723,101383.0935,0.0135
2,27,609.9,0.0,0.39,292.9,101762.2,1.210,343.08,67.18,0.2500,0.0143,0.3244,1583.0688,0.3703,126232.5991,0.0125
2,28,673.2,0.0,0.35,292.9,101762.1,1.210,343.11,56.71,0.2110,0.0150,0.3243,1432.8403,0.3724,109364.5879,0.0131
