polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
[-],[-],[deg],[deg],[m/s],[K],[Pa],[kg/m3],[m/s],[1/s],[-],[-],[-],[-],[-],[-],[-]
1,1,0.0,0.0,29.96,299.2,101748.0,1.185,346.75,54.87,0.2197,1.3435,0.0007,0.0004,0.0693,0.0286,0.0146
1,2,0.0,0.0,29.98,299.9,101749.1,1.182,347.18,57.28,0.2277,1.2879,0.0369,0.0222,0.1076,0.0504,0.4414
1,3,0.0,0.0,29.98,300.7,101750.0,1.179,347.65,61.18,0.2407,1.2058,0.0863,0.0594,0.1598,0.0912,0.6512
1,4,0.0,0.0,29.96,300.9,101749.0,1.178,347.75,66.56,0.2591,1.1076,0.1402,0.1143,0.2150,0.1582,0.7225
1,5,0.0,0.0,29.96,301.1,101747.4,1.177,347.87,73.91,0.2846,0.9974,0.1919,0.1929,0.2615,0.2636,0.7321
1,6,0.0,0.0,29.97,301.3,101745.5,1.176,347.99,81.61,0.3116,0.9036,0.2288,0.2802,0.2888,0.3914,0.7160
1,7,0.0,0.0,29.99,301.4,101742.9,1.176,348.06,91.31,0.3459,0.8083,0.2598,0.3977,0.3072,0.5818,0.6836
1,8,0.0,0.0,30.00,301.6,101740.8,1.175,348.12,105.40,0.3960,0.7003,0.2894,0.5900,0.3220,0.9376,0.6293
1,9,0.0,0.0,29.97,301.7,101739.6,1.175,348.20,113.12,0.4236,0.6519,0.3034,0.7139,0.3288,1.1870,0.6015
1,10,0.0,0.0,29.98,301.8,101738.8,1.174,348.24,122.36,0.4568,0.6029,0.3177,0.8742,0.3353,1.5304,0.5712
1,11,0.0,0.0,30.00,301.9,101737.3,1.174,348.29,133.92,0.4984,0.5513,0.3319,1.0923,0.3422,2.0427,0.5347
1,12,0.0,0.0,30.00,301.9,101737.0,1.174,348.33,133.96,0.4985,0.5510,0.3319,1.0930,0.3421,2.0446,0.5346
1,13,0.0,0.0,29.98,302.0,101737.0,1.174,348.38,122.43,0.4569,0.6025,0.3178,0.8753,0.3357,1.5349,0.5703
1,14,0.0,0.0,29.98,302.0,101737.0,1.173,348.40,113.20,0.4237,0.6517,0.3041,0.7161,0.3296,1.1908,0.6013
1,15,0.0,0.0,29.95,302.1,101737.0,1.173,348.45,105.51,0.3960,0.6984,0.2906,0.5958,0.3231,0.9484,0.6282
1,16,0.0,0.0,29.93,302.2,101736.1,1.173,348.48,91.47,0.3459,0.8052,0.2612,0.4029,0.3087,0.5913,0.6814
1,17,0.0,0.0,29.97,302.3,101736.9,1.173,348.53,81.81,0.3118,0.9014,0.2306,0.2838,0.2905,0.3967,0.7154
1,18,0.0,0.0,29.96,302.3,101737.0,1.172,348.57,74.19,0.2850,0.9935,0.1943,0.1968,0.2638,0.2690,0.7317
1,19,0.0,0.0,29.97,302.4,101737.3,1.172,348.62,66.84,0.2594,1.1034,0.1430,0.1175,0.2181,0.1624,0.7236
1,20,0.0,0.0,30.02,302.5,101738.0,1.172,348.68,61.45,0.2409,1.2020,0.0883,0.0611,0.1626,0.0936,0.6528
1,21,0.0,0.0,30.02,302.6,101738.0,1.171,348.75,56.94,0.2255,1.2972,0.0304,0.0181,0.1011,0.0463,0.3905
1,22,0.0,0.0,30.01,302.7,101737.2,1.171,348.81,54.48,0.2172,1.3555,-0.0053,-0.0029,0.0616,0.0247,-0.1170
2,23,0.0,0.0,30.03,297.7,101427.2,1.187,345.87,54.94,0.2206,1.3449,0.0000,0.0000,0.0689,0.0283,0.0004
2,24,0.0,0.0,29.98,298.1,101426.9,1.185,346.11,56.68,0.2263,1.3018,0.0267,0.0158,0.0982,0.0445,0.3543
2,25,0.0,0.0,30.00,298.5,101425.3,1.184,346.34,61.79,0.2437,1.1945,0.0921,0.0646,0.1673,0.0982,0.6577
2,26,0.0,0.0,29.95,298.9,101427.0,1.182,346.56,66.51,0.2598,1.1082,0.1396,0.1137,0.2152,0.1582,0.7190
2,27,0.0,0.0,29.96,299.1,101426.0,1.181,346.69,73.80,0.2852,0.9990,0.1911,0.1915,0.2613,0.2621,0.7308
2,28,0.0,0.0,29.96,299.3,101423.3,1.180,346.82,81.49,0.3122,0.9048,0.2283,0.2789,0.2886,0.3896,0.7158
2,29,0.0,0.0,29.98,299.5,101420.6,1.179,346.96,91.91,0.3491,0.8027,0.2611,0.4052,0.3080,0.5956,0.6804
2,30,0.0,0.0,29.98,299.8,101418.0,1.179,347.09,105.26,0.3967,0.7009,0.2888,0.5878,0.3219,0.9347,0.6289
2,31,0.0,0.0,30.00,299.9,101416.2,1.178,347.19,112.98,0.4244,0.6533,0.3027,0.7092,0.3289,1.1793,0.6014
2,32,0.0,0.0,30.02,300.1,101415.0,1.177,347.28,122.28,0.4578,0.6042,0.3172,0.8690,0.3354,1.5207,0.5715
2,33,0.0,0.0,30.00,300.2,101416.0,1.177,347.35,133.79,0.4993,0.5518,0.3317,1.0895,0.3423,2.0376,0.5347
2,34,0.0,0.0,29.99,300.3,101416.9,1.176,347.40,133.78,0.4992,0.5516,0.3318,1.0906,0.3423,2.0399,0.5346
2,35,0.0,0.0,29.98,300.4,101416.8,1.176,347.47,122.30,0.4576,0.6032,0.3176,0.8730,0.3358,1.5304,0.5705
2,36,0.0,0.0,29.95,300.6,101416.0,1.175,347.57,113.12,0.4244,0.6516,0.3037,0.7155,0.3296,1.1917,0.6003
2,37,0.0,0.0,29.96,300.7,101416.3,1.175,347.65,105.48,0.3968,0.6989,0.2901,0.5939,0.3231,0.9465,0.6274
2,38,0.0,0.0,29.93,300.9,101417.2,1.174,347.72,92.15,0.3491,0.7993,0.2629,0.4115,0.3096,0.6063,0.6787
2,39,0.0,0.0,29.89,301.0,101418.2,1.174,347.79,81.74,0.3121,0.8997,0.2312,0.2856,0.2908,0.3994,0.7151
2,40,0.0,0.0,30.08,301.1,101418.3,1.173,347.87,74.27,0.2860,0.9966,0.1930,0.1944,0.2629,0.2656,0.7319
2,41,0.0,0.0,29.95,301.3,101416.2,1.173,347.97,66.82,0.2598,1.1031,0.1428,0.1173,0.2181,0.1624,0.7224
2,42,0.0,0.0,29.94,301.4,101415.2,1.172,348.04,61.34,0.2409,1.2012,0.0882,0.0611,0.1630,0.0941,0.6500
2,43,0.0,0.0,29.94,301.5,101413.4,1.172,348.10,56.77,0.2253,1.2975,0.0301,0.0179,0.1013,0.0464,0.3850
2,44,0.0,0.0,30.03,301.7,101411.0,1.171,348.19,55.07,0.2196,1.3417,0.0025,0.0014,0.0708,0.0293,0.0472
3,45,0.0,0.0,29.95,297.1,101233.0,1.187,345.53,54.93,0.2207,1.3416,-0.0000,-0.0000,0.0694,0.0287,-0.0004
3,46,0.0,0.0,29.98,298.0,101234.9,1.183,346.07,56.79,0.2267,1.2991,0.0273,0.0162,0.1000,0.0456,0.3554
3,47,0.0,0.0,29.96,298.8,101234.9,1.180,346.54,61.20,0.2415,1.2045,0.0860,0.0593,0.1611,0.0922,0.6434
3,48,0.0,0.0,29.99,299.6,101231.6,1.177,347.02,66.67,0.2601,1.1071,0.1402,0.1144,0.2153,0.1587,0.7208
3,49,0.0,0.0,29.99,300.0,101225.0,1.175,347.24,73.98,0.2854,0.9975,0.1916,0.1926,0.2614,0.2634,0.7312
