polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
3,50,0.0,0.0,30.02,300.2,101221.7,1.174,347.36,81.66,0.3123,0.9045,0.2286,0.2794,0.2886,0.3900,0.7164
3,51,0.0,0.0,29.97,300.5,101220.5,1.174,347.48,92.08,0.3491,0.8009,0.2613,0.4073,0.3080,0.5996,0.6793
3,52,0.0,0.0,29.98,300.6,101223.9,1.173,347.59,105.53,0.3971,0.6990,0.2890,0.5913,0.3217,0.9417,0.6280
3,53,0.0,0.0,30.00,300.8,101225.3,1.172,347.71,113.30,0.4249,0.6516,0.3030,0.7138,0.3286,1.1880,0.6008
3,54,0.0,0.0,30.02,301.0,101224.2,1.171,347.82,122.59,0.4582,0.6025,0.3169,0.8729,0.3349,1.5312,0.5700
3,55,0.0,0.0,30.01,301.2,101226.0,1.171,347.90,134.12,0.4997,0.5506,0.3313,1.0929,0.3418,2.0477,0.5337
3,56,0.0,0.0,29.98,301.3,101224.8,1.171,347.95,134.13,0.4996,0.5499,0.3315,1.0960,0.3421,2.0567,0.5329
3,57,0.0,0.0,29.97,301.4,101223.8,1.170,348.03,122.65,0.4581,0.6012,0.3176,0.8785,0.3356,1.5442,0.5689
3,58,0.0,0.0,30.00,301.6,101219.7,1.169,348.14,113.48,0.4250,0.6504,0.3035,0.7174,0.3292,1.1966,0.5996
3,59,0.0,0.0,30.00,301.7,101214.1,1.169,348.20,105.80,0.3974,0.6978,0.2900,0.5956,0.3229,0.9505,0.6265
3,60,0.0,0.0,29.98,301.8,101209.0,1.168,348.27,92.40,0.3495,0.7984,0.2626,0.4120,0.3096,0.6084,0.6771
3,61,0.0,0.0,29.93,302.0,101204.9,1.168,348.36,81.98,0.3125,0.8982,0.2310,0.2864,0.2909,0.4015,0.7133
3,62,0.0,0.0,30.03,302.1,101203.8,1.167,348.45,73.65,0.2833,1.0031,0.1896,0.1884,0.2600,0.2576,0.7314
3,63,0.0,0.0,30.02,302.2,101205.5,1.166,348.52,67.04,0.2603,1.1019,0.1427,0.1176,0.2179,0.1629,0.7217
3,64,0.0,0.0,30.03,302.4,101206.9,1.166,348.61,61.54,0.2413,1.2006,0.0885,0.0614,0.1634,0.0944,0.6499
3,65,0.0,0.0,30.01,302.5,101206.0,1.165,348.67,57.00,0.2258,1.2955,0.0307,0.0183,0.1020,0.0469,0.3902
3,66,0.0,0.0,29.96,302.6,101205.8,1.165,348.74,55.07,0.2192,1.3389,0.0033,0.0018,0.0721,0.0300,0.0611
