polar,DPN,AoA,AoS,V_inf,T_inf,p_inf,rho_inf,a_inf,n,Mtip,J,CT,TC,CP,PC,ETA
[-],[-],[deg],[deg],[m/s],[K],[Pa],[kg/m3],[m/s],[1/s],[-],[-],[-],[-],[-],[-],[-]
1,1,698.1,0.0,0.06,293.0,102781.0,1.222,343.14,56.83,0.2115,0.0025,0.2767,44428.2961,0.1778,11440824.0552,0.0039
1,2,640.7,0.0,0.17,293.0,102782.0,1.222,343.14,67.64,0.2517,0.0063,0.2834,7177.0810,0.1794,723128.0857,0.0099
1,3,601.1,0.0,0.24,292.9,102782.0,1.223,343.07,77.50,0.2884,0.0075,0.2869,5042.5533,0.1799,419337.6472,0.0120
1,4,577.4,0.0,0.32,292.7,102784.0,1.223,343.00,86.45,0.3218,0.0092,0.2888,3427.2681,0.1804,233170.3369,0.0147
1,5,540.9,0.0,0.40,292.8,102785.0,1.223,343.06,96.79,0.3602,0.0103,0.2930,2786.3119,0.1826,169386.7934,0.0165
1,6,511.5,0.0,0.54,292.9,102786.0,1.222,343.11,106.41,0.3960,0.0126,0.2939,1859.8017,0.1830,92115.3315,0.0202
1,7,477.8,0.0,0.65,293.1,102787.3,1.222,343.19,116.77,0.4344,0.0137,0.2958,1582.9931,0.1847,72319.8639,0.0219
1,8,468.2,0.0,0.78,293.2,102789.0,1.221,343.24,126.90,0.4720,0.0151,0.2976,1312.7518,0.1869,54763.6786,0.0240
1,9,480.5,0.0,0.79,293.2,102789.6,1.221,343.26,126.86,0.4719,0.0153,0.2980,1278.9335,0.1872,52632.0458,0.0243
1,10,476.1,0.0,0.70,293.2,102791.0,1.221,343.29,116.88,0.4347,0.0148,0.2966,1350.9385,0.1850,56871.5792,0.0238
1,11,517.9,0.0,0.61,293.3,102791.9,1.221,343.31,106.49,0.3960,0.0141,0.2952,1476.1545,0.1837,64958.1489,0.0227
1,12,531.4,0.0,0.50,293.3,102792.5,1.221,343.33,97.20,0.3615,0.0127,0.2937,1808.1480,0.1825,88154.8519,0.0205
1,13,568.3,0.0,0.42,293.3,102794.3,1.221,343.33,86.61,0.3221,0.0119,0.2910,2062.8878,0.1816,108368.5895,0.0190
1,14,655.0,0.0,0.31,293.3,102797.0,1.221,343.34,76.53,0.2846,0.0101,0.2893,2821.6198,0.1805,173874.4217,0.0162
1,15,665.8,0.0,0.23,293.3,102797.0,1.221,343.35,66.54,0.2474,0.0086,0.2869,3879.7030,0.1803,283603.3855,0.0137
1,16,699.7,0.0,0.14,293.3,102797.0,1.221,343.35,57.50,0.2138,0.0061,0.2837,7593.0506,0.1802,789066.4603,0.0096
2,17,723.9,0.0,0.21,293.1,102598.9,1.219,343.22,56.77,0.2112,0.0093,0.2808,3261.4292,0.1786,223558.2133,0.0146
2,18,646.1,0.0,0.22,293.1,102598.2,1.220,343.18,67.91,0.2526,0.0079,0.2826,4481.7412,0.1783,356143.5881,0.0126
2,19,610.4,0.0,0.17,292.8,102600.0,1.221,343.06,77.31,0.2879,0.0053,0.2877,10218.6645,0.1805,1208376.9988,0.0085
2,20,582.7,0.0,0.35,292.6,102600.9,1.222,342.91,86.11,0.3206,0.0100,0.2897,2905.7899,0.1810,181797.4672,0.0160
2,21,567.4,0.0,0.42,292.3,102601.7,1.223,342.76,96.71,0.3602,0.0107,0.2923,2544.4010,0.1820,147818.9718,0.0172
2,22,533.9,0.0,0.48,292.2,102602.6,1.223,342.65,106.03,0.3951,0.0112,0.2940,2328.7433,0.1835,129416.7152,0.0180
2,23,495.1,0.0,0.61,292.1,102601.6,1.224,342.64,116.53,0.4342,0.0130,0.2962,1759.3552,0.1849,84626.8786,0.0208
2,24,470.2,0.0,0.73,292.2,102602.0,1.223,342.68,127.41,0.4747,0.0142,0.2983,1480.6972,0.1877,65657.6324,0.0226
2,25,470.0,0.0,0.75,292.3,102604.6,1.223,342.71,127.41,0.4747,0.0146,0.2988,1405.8255,0.1878,60606.2301,0.0232
2,26,487.0,0.0,0.66,292.3,102603.1,1.223,342.77,116.75,0.4349,0.0140,0.2965,1515.8914,0.1851,67672.8316,0.0224
2,27,498.0,0.0,0.57,292.5,102604.0,1.222,342.83,107.63,0.4008,0.0131,0.2943,1715.1243,0.1835,81648.0400,0.0210
2,28,527.1,0.0,0.46,292.6,102603.7,1.222,342.91,97.18,0.3618,0.0118,0.2931,2119.9295,0.1825,112282.8476,0.0189
2,29,576.0,0.0,0.40,292.7,102602.3,1.221,342.95,86.64,0.3225,0.0114,0.2910,2235.9991,0.1815,122275.1032,0.0183
2,30,640.1,0.0,0.31,292.8,102602.0,1.221,343.01,76.61,0.2851,0.0098,0.2888,2987.7297,0.1805,189888.1935,0.0157
2,31,624.3,0.0,0.22,292.8,102601.0,1.221,343.06,66.83,0.2487,0.0082,0.2853,4242.4628,0.1793,325070.6527,0.0131
2,32,721.7,0.0,0.15,292.9,102599.8,1.220,343.09,57.35,0.2134,0.0062,0.2843,7288.7714,0.1805,740996.6258,0.0098
